[03:36:32] 📍 Loaded 754 district venues
[03:36:46] ✅ 1041726 → AUTH OK
[03:36:46] ✅ 1006037 → AUTH OK
[03:36:46] ✅ 1013210 → AUTH OK
[03:36:46] ✅ 1041465 → AUTH OK
[03:36:46] ✅ 9150 → AUTH OK
[03:36:46] ✅ 3145 → AUTH OK
[03:36:46] ✅ 4852 → AUTH OK
[03:36:46] ✅ 1055922 → AUTH OK
[03:36:46] ✅ 7753 → AUTH OK
[03:36:46] ✅ 19110 → AUTH OK
[03:36:46] ✅ 4163 → AUTH OK
[03:36:46] ✅ 58822 → AUTH OK
[03:36:46] ✅ 1028118 → AUTH OK
[03:36:46] ✅ 1074202 → AUTH OK
[03:36:46] ✅ 7312 → AUTH OK
[03:36:46] ✅ 9044 → AUTH OK
[03:36:46] ✅ 7856 → AUTH OK
[03:36:46] ✅ 7814 → AUTH OK
[03:36:46] ✅ 28863 → AUTH OK
[03:36:46] ✅ 4904 → AUTH OK
[03:36:46] ✅ 4340 → AUTH OK
[03:36:46] ✅ 6096 → AUTH OK
[03:36:46] ✅ 1050768 → AUTH OK
[03:36:46] ✅ 27432 → AUTH OK
[03:36:46] ✅ 1019687 → AUTH OK
[03:36:46] ✅ 4379 → AUTH OK
[03:36:47] ✅ 4255 → AUTH OK
[03:36:47] ✅ 5080 → AUTH OK
[03:36:47] ✅ 7260 → AUTH OK
[03:36:47] ✅ 1088778 → AUTH OK
[03:36:47] ✅ 9131 → AUTH OK
[03:36:47] ✅ 4425 → AUTH OK
[03:36:47] ✅ 1398 → AUTH OK
[03:36:47] ✅ 1020350 → AUTH OK
[03:36:47] ✅ 1026095 → AUTH OK
[03:36:47] ✅ 1041566 → AUTH OK
[03:36:47] ✅ 1042822 → AUTH OK
[03:36:47] ✅ 7627 → AUTH OK
[03:36:47] ✅ 30441 → AUTH OK
[03:36:47] ✅ 5105 → AUTH OK
[03:36:47] ✅ 1039748 → AUTH OK
[03:36:47] ✅ 1041211 → AUTH OK
[03:36:47] ✅ 1041495 → AUTH OK
[03:36:47] ✅ 19289 → AUTH OK
[03:36:47] ✅ 1031639 → AUTH OK
[03:36:47] ✅ 1014297 → AUTH OK
[03:36:47] ✅ 1054202 → AUTH OK
[03:36:47] ✅ 1033524 → AUTH OK
[03:36:47] ✅ 9176 → AUTH OK
[03:36:47] ✅ 1041691 → AUTH OK
[03:36:47] ✅ 6079 → AUTH OK
[03:36:47] ✅ 1009967 → AUTH OK
[03:36:47] ✅ 10268 → AUTH OK
[03:36:47] ✅ 1031640 → AUTH OK
[03:36:47] ✅ 19294 → AUTH OK
[03:36:47] ✅ 43960 → AUTH OK
[03:36:47] ✅ 26729 → AUTH OK
[03:36:47] ✅ 29510 → AUTH OK
[03:36:47] ✅ 24522 → AUTH OK
[03:36:47] ✅ 1013662 → AUTH OK
[03:36:47] ✅ 1055117 → AUTH OK
[03:36:47] ✅ 7308 → AUTH OK
[03:36:47] ✅ 54684 → AUTH OK
[03:36:47] ✅ 9497 → AUTH OK
[03:36:47] ✅ 9780 → AUTH OK
[03:36:47] ✅ 32811 → AUTH OK
[03:36:47] ✅ 1066216 → AUTH OK
[03:36:47] ✅ 984 → AUTH OK
[03:36:47] ✅ 1039923 → AUTH OK
[03:36:47] ✅ 33645 → AUTH OK
[03:36:47] ✅ 12947 → AUTH OK
[03:36:48] ✅ 1041729 → AUTH OK
[03:36:48] ✅ 1018796 → AUTH OK
[03:36:48] ✅ 482 → AUTH OK
[03:36:48] ✅ 22884 → AUTH OK
[03:36:48] ✅ 4714 → AUTH OK
[03:36:48] ✅ 9291 → AUTH OK
[03:36:48] ✅ 1041684 → AUTH OK
[03:36:48] ✅ 1030384 → AUTH OK
[03:36:48] ✅ 9527 → AUTH OK
[03:36:48] ✅ 4881 → AUTH OK
[03:36:48] ✅ 1008441 → AUTH OK
[03:36:48] ✅ 9653 → AUTH OK
[03:36:48] ✅ 1041782 → AUTH OK
[03:36:48] ✅ 1056146 → AUTH OK
[03:36:48] ✅ 1039863 → AUTH OK
[03:36:48] ✅ 1089364 → AUTH OK
[03:36:48] ✅ 24767 → AUTH OK
[03:36:48] ✅ 15614 → AUTH OK
[03:36:48] ✅ 1065452 → AUTH OK
[03:36:48] ✅ 1078620 → AUTH OK
[03:36:48] ✅ 476 → AUTH OK
[03:36:48] ✅ 5103 → AUTH OK
[03:36:48] ✅ 6035 → AUTH OK
[03:36:48] ✅ 1075662 → AUTH OK
[03:36:48] ✅ 1049289 → AUTH OK
[03:36:48] ✅ 1049288 → AUTH OK
[03:36:48] ✅ 1019544 → AUTH OK
[03:36:48] ✅ 3976 → AUTH OK
[03:36:48] ✅ 14703 → AUTH OK
[03:36:48] ✅ 1054735 → AUTH OK
[03:36:48] ✅ 1027244 → AUTH OK
[03:36:48] ✅ 1035939 → AUTH OK
[03:36:48] ✅ 52682 → AUTH OK
[03:36:48] ✅ 1004633 → AUTH OK
[03:36:48] ✅ 1054736 → AUTH OK
[03:36:48] ✅ 1092992 → AUTH OK
[03:36:48] ✅ 1041567 → AUTH OK
[03:36:48] ✅ 62907 → AUTH OK
[03:36:48] ✅ 26294 → AUTH OK
[03:36:48] ✅ 5061 → AUTH OK
[03:36:48] ✅ 25008 → AUTH OK
[03:36:48] ✅ 31792 → AUTH OK
[03:36:48] ✅ 3906 → AUTH OK
[03:36:48] ✅ 1054730 → AUTH OK
[03:36:48] ✅ 1024041 → AUTH OK
[03:36:48] ✅ 1056839 → AUTH OK
[03:36:48] ✅ 1042215 → AUTH OK
[03:36:48] ✅ 38446 → AUTH OK
[03:36:48] ✅ 1032344 → AUTH OK
[03:36:48] ✅ 6121 → AUTH OK
[03:36:48] ✅ 1009010 → AUTH OK
[03:36:48] ✅ 1009117 → AUTH OK
[03:36:49] ✅ 4976 → AUTH OK
[03:36:49] ✅ 1059680 → AUTH OK
[03:36:49] ✅ 1056846 → AUTH OK
[03:36:49] ✅ 49852 → AUTH OK
[03:36:49] ✅ 1020755 → AUTH OK
[03:36:49] ✅ 24880 → AUTH OK
[03:36:49] ✅ 1088219 → AUTH OK
[03:36:49] ✅ 1068242 → AUTH OK
[03:36:49] ✅ 39874 → AUTH OK
[03:36:49] ✅ 1021629 → AUTH OK
[03:36:49] ✅ 1036955 → AUTH OK
[03:36:49] ✅ 1025576 → AUTH OK
[03:36:49] ✅ 4124 → AUTH OK
[03:36:49] ✅ 9041 → AUTH OK
[03:36:49] ✅ 15526 → AUTH OK
[03:36:49] ✅ 9504 → AUTH OK
[03:36:49] ✅ 4038 → AUTH OK
[03:36:49] ✅ 9100 → AUTH OK
[03:36:49] ✅ 9169 → AUTH OK
[03:36:49] ✅ 4890 → AUTH OK
[03:36:49] ✅ 24246 → AUTH OK
[03:36:49] ✅ 9368 → AUTH OK
[03:36:49] ✅ 10255 → AUTH OK
[03:36:49] ✅ 1054742 → AUTH OK
[03:36:49] ✅ 1053536 → AUTH OK
[03:36:49] ✅ 7504 → AUTH OK
[03:36:49] ✅ 1036114 → AUTH OK
[03:36:49] ✅ 1082851 → AUTH OK
[03:36:49] ✅ 31788 → AUTH OK
[03:36:49] ✅ 1012136 → AUTH OK
[03:36:49] ✅ 1013355 → AUTH OK
[03:36:49] ✅ 1004635 → AUTH OK
[03:36:49] ✅ 10270 → AUTH OK
[03:36:49] ✅ 56144 → AUTH OK
[03:36:49] ✅ 1004634 → AUTH OK
[03:36:49] ✅ 24981 → AUTH OK
[03:36:49] ✅ 1028879 → AUTH OK
[03:36:49] ✅ 1003803 → AUTH OK
[03:36:49] ✅ 1011192 → AUTH OK
[03:36:49] ✅ 1053155 → AUTH OK
[03:36:49] ✅ 7511 → AUTH OK
[03:36:49] ✅ 4174 → AUTH OK
[03:36:49] ✅ Fetched 362 venues with shows
[03:36:49] ✅ DONE | Shows=2459 | Movies=43
[10:46:04] 📍 Loaded 754 district venues
[10:46:04] 🚀 DISTRICT SCRAPER STARTED
[10:46:04] ✅ 20856 → AUTH OK
[10:46:04] ✅ 1020401 → AUTH OK
[10:46:04] ✅ 1583 → AUTH OK
[10:46:04] ✅ 1102289 → AUTH OK
[10:46:04] ✅ 1096456 → AUTH OK
[10:46:04] ✅ 1086677 → AUTH OK
[10:46:04] ✅ 61879 → AUTH OK
[10:46:04] ✅ 1068270 → AUTH OK
[10:46:04] ✅ 1102096 → AUTH OK
[10:46:04] ✅ 1102175 → AUTH OK
[10:46:04] ✅ 1102183 → AUTH OK
[10:46:04] ✅ 1102311 → AUTH OK
[10:46:04] ✅ 1068240 → AUTH OK
[10:46:04] ✅ 1102103 → AUTH OK
[10:46:04] ✅ 1101584 → AUTH OK
[10:46:04] ✅ 1101483 → AUTH OK
[10:46:04] ✅ 1102100 → AUTH OK
[10:46:04] ✅ 1067161 → AUTH OK
[10:46:04] ✅ 1102098 → AUTH OK
[10:46:04] ✅ 51512 → AUTH OK
[10:46:04] ✅ 1044502 → AUTH OK
[10:46:04] ✅ 1101397 → AUTH OK
[10:46:04] ✅ 539 → AUTH OK
[10:46:04] ✅ 1102119 → AUTH OK
[10:46:05] ✅ 1082714 → AUTH OK
[10:46:05] ✅ 1102127 → AUTH OK
[10:46:05] ✅ 1102076 → AUTH OK
[10:46:05] ✅ 1096482 → AUTH OK
[10:46:05] ✅ 4430 → AUTH OK
[10:46:05] ✅ 1100725 → AUTH OK
[10:46:05] ✅ 1102097 → AUTH OK
[10:46:05] ✅ 1101355 → AUTH OK
[10:46:05] ✅ 9508 → AUTH OK
[10:46:05] ✅ 1102233 → AUTH OK
[10:46:05] ✅ 1096734 → AUTH OK
[10:46:05] ✅ 1095290 → AUTH OK
[10:46:05] ✅ 1096524 → AUTH OK
[10:46:05] ✅ 1102215 → AUTH OK
[10:46:05] ✅ 7854 → AUTH OK
[10:46:05] ✅ 1094756 → AUTH OK
[10:46:05] ✅ 1102186 → AUTH OK
[10:46:05] ✅ 9736 → AUTH OK
[10:46:05] ✅ 1011906 → AUTH OK
[10:46:05] ✅ 1102176 → AUTH OK
[10:46:05] ✅ 1102173 → AUTH OK
[10:46:05] ✅ 1102244 → AUTH OK
[10:46:05] ✅ 1102272 → AUTH OK
[10:46:05] ✅ 1101450 → AUTH OK
[10:46:05] ✅ 1096475 → AUTH OK
[10:46:05] ✅ 1102304 → AUTH OK
[10:46:05] ✅ 1101451 → AUTH OK
[10:46:05] ✅ 1102270 → AUTH OK
[10:46:05] ✅ 1102164 → AUTH OK
[10:46:05] ✅ 1102256 → AUTH OK
[10:46:05] ✅ 1102181 → AUTH OK
[10:46:05] ✅ 1102071 → AUTH OK
[10:46:05] ✅ 1102242 → AUTH OK
[10:46:05] ✅ 1102090 → AUTH OK
[10:46:05] ✅ 1102165 → AUTH OK
[10:46:05] ✅ 1102182 → AUTH OK
[10:46:05] ✅ 7257 → AUTH OK
[10:46:05] ✅ 1101521 → AUTH OK
[10:46:05] ✅ 1102248 → AUTH OK
[10:46:05] ✅ 1102082 → AUTH OK
[10:46:05] ✅ 1102280 → AUTH OK
[10:46:05] ✅ 1102095 → AUTH OK
[10:46:05] ✅ 1101471 → AUTH OK
[10:46:05] ✅ 1102094 → AUTH OK
[10:46:05] ✅ 1102084 → AUTH OK
[10:46:05] ✅ 1102277 → AUTH OK
[10:46:05] ✅ 1102299 → AUTH OK
[10:46:05] ✅ 1102047 → AUTH OK
[10:46:06] ✅ 1038431 → AUTH OK
[10:46:06] ✅ 1102269 → AUTH OK
[10:46:06] ✅ 1102080 → AUTH OK
[10:46:06] ✅ 1102174 → AUTH OK
[10:46:06] ✅ 4222 → AUTH OK
[10:46:06] ✅ 1101590 → AUTH OK
[10:46:06] ✅ 1102166 → AUTH OK
[10:46:06] ✅ 1102265 → AUTH OK
[10:46:06] ✅ 1102253 → AUTH OK
[10:46:06] ✅ 1102213 → AUTH OK
[10:46:06] ✅ 1102247 → AUTH OK
[10:46:06] ✅ 1102291 → AUTH OK
[10:46:06] ✅ 1041690 → AUTH OK
[10:46:06] ✅ 1101568 → AUTH OK
[10:46:06] ✅ 1102261 → AUTH OK
[10:46:06] ✅ 1102241 → AUTH OK
[10:46:06] ✅ 1031364 → AUTH OK
[10:46:06] ✅ 1102129 → AUTH OK
[10:46:06] ✅ 1102073 → AUTH OK
[10:46:06] ✅ 1102184 → AUTH OK
[10:46:06] ✅ 1102285 → AUTH OK
[10:46:06] ✅ 1102132 → AUTH OK
[10:46:06] ✅ 1031589 → AUTH OK
[10:46:06] ✅ 1060495 → AUTH OK
[10:46:06] ✅ 1056145 → AUTH OK
[10:46:06] ✅ 28486 → AUTH OK
[10:46:06] ✅ 1101387 → AUTH OK
[10:46:06] ✅ 1101423 → AUTH OK
[10:46:06] ✅ 1102123 → AUTH OK
[10:46:06] ✅ 1691 → AUTH OK
[10:46:06] ✅ 1101388 → AUTH OK
[10:46:06] ✅ 1102068 → AUTH OK
[10:46:06] ✅ 1101368 → AUTH OK
[10:46:06] ✅ 1102137 → AUTH OK
[10:46:06] ✅ 1102273 → AUTH OK
[10:46:06] ✅ 1078022 → AUTH OK
[10:46:06] ✅ 1053154 → AUTH OK
[10:46:06] ✅ 1042102 → AUTH OK
[10:46:06] ✅ 1039880 → AUTH OK
[10:46:06] ✅ 1102125 → AUTH OK
[10:46:06] ✅ 1102106 → AUTH OK
[10:46:06] ✅ 1102147 → AUTH OK
[10:46:06] ✅ 4132 → AUTH OK
[10:46:06] ✅ 1102120 → AUTH OK
[10:46:06] ✅ 1101217 → AUTH OK
[10:46:06] ✅ 1080585 → AUTH OK
[10:46:06] ✅ 1102168 → AUTH OK
[10:46:06] ✅ 1102284 → AUTH OK
[10:46:06] ✅ 1100831 → AUTH OK
[10:46:06] ✅ 1078001 → AUTH OK
[10:46:06] ✅ 1102258 → AUTH OK
[10:46:06] ✅ 1102055 → AUTH OK
[10:46:06] ✅ 1102067 → AUTH OK
[10:46:06] ✅ 1101219 → AUTH OK
[10:46:06] ✅ 1102134 → AUTH OK
[10:46:06] ✅ 1102069 → AUTH OK
[10:46:06] ✅ 1041689 → AUTH OK
[10:46:06] ✅ 20834 → AUTH OK
[10:46:06] ✅ 1037501 → AUTH OK
[10:46:06] ✅ 4911 → AUTH OK
[10:46:07] ✅ 1102276 → AUTH OK
[10:46:07] ✅ 43628 → AUTH OK
[10:46:07] ✅ 5172 → AUTH OK
[10:46:07] ✅ 1102236 → AUTH OK
[10:46:07] ✅ 1101452 → AUTH OK
[10:46:07] ✅ 1102078 → AUTH OK
[10:46:07] ✅ 1102124 → AUTH OK
[10:46:07] ✅ 14699 → AUTH OK
[10:46:07] ✅ 1102275 → AUTH OK
[10:46:07] ✅ 1102104 → AUTH OK
[10:46:07] ✅ 1102294 → AUTH OK
[10:46:07] ✅ 1102281 → AUTH OK
[10:46:07] ✅ 1020826 → AUTH OK
[10:46:07] ✅ 1011900 → AUTH OK
[10:46:07] ✅ 1095009 → AUTH OK
[10:46:07] ✅ 27047 → AUTH OK
[10:46:07] ✅ 1094757 → AUTH OK
[10:46:07] ✅ 5100 → AUTH OK
[10:46:07] ✅ 1014604 → AUTH OK
[10:46:07] ✅ 1102135 → AUTH OK
[10:46:07] ✅ 4175 → AUTH OK
[10:46:07] ✅ 1101222 → AUTH OK
[10:46:07] ✅ 1052124 → AUTH OK
[10:46:07] ✅ 1027478 → AUTH OK
[10:46:07] ✅ 1092638 → AUTH OK
[10:46:07] ✅ 1092639 → AUTH OK
[10:46:07] ✅ 1102228 → AUTH OK
[10:46:07] ✅ 1101523 → AUTH OK
[10:46:07] ✅ 1088548 → AUTH OK
[10:46:07] ✅ 1102239 → AUTH OK
[10:46:07] ✅ 1102075 → AUTH OK
[10:46:07] ✅ 1094680 → AUTH OK
[10:46:07] ✅ 27908 → AUTH OK
[10:46:07] ✅ 13772 → AUTH OK
[10:46:07] ✅ 1102227 → AUTH OK
[10:46:07] ✅ 1088547 → AUTH OK
[10:46:07] ✅ 1054725 → AUTH OK
[10:46:07] ✅ 1054741 → AUTH OK
[10:46:07] ✅ 1039949 → AUTH OK
[10:46:07] ✅ 16605 → AUTH OK
[10:46:07] ✅ 14697 → AUTH OK
[10:46:07] ✅ 1102108 → AUTH OK
[10:46:07] ✅ 1102099 → AUTH OK
[10:46:07] ✅ 1102121 → AUTH OK
[10:46:07] ✅ 1102126 → AUTH OK
[10:46:07] ✅ 1102107 → AUTH OK
[10:46:07] ✅ 4918 → AUTH OK
[10:46:07] ✅ 1060262 → AUTH OK
[10:46:07] ✅ 1101449 → AUTH OK
[10:46:07] ✅ 29761 → AUTH OK
[10:46:07] ✅ 7686 → AUTH OK
[10:46:07] ✅ 11272 → AUTH OK
[10:46:07] ✅ 1102133 → AUTH OK
[10:46:07] ✅ 6081 → AUTH OK
[10:46:07] ✅ 1102122 → AUTH OK
[10:46:07] ✅ 3943 → AUTH OK
[10:46:07] ✅ 1037507 → AUTH OK
[10:46:07] ✅ 1101384 → AUTH OK
[10:46:07] ✅ 1031592 → AUTH OK
[10:46:07] ✅ 4184 → AUTH OK
[10:46:08] ✅ 1102116 → AUTH OK
[10:46:08] ✅ 1042465 → AUTH OK
[10:46:08] ✅ 1041688 → AUTH OK
[10:46:08] ✅ 1037033 → AUTH OK
[10:46:08] ✅ 1078025 → AUTH OK
[10:46:08] ✅ 1037496 → AUTH OK
[10:46:08] ✅ 1044503 → AUTH OK
[10:46:08] ✅ 29998 → AUTH OK
[10:46:08] ✅ 11264 → AUTH OK
[10:46:08] ✅ 1049243 → AUTH OK
[10:46:08] ✅ 1051040 → AUTH OK
[10:46:08] ✅ 1074151 → AUTH OK
[10:46:08] ✅ 1065383 → AUTH OK
[10:46:08] ✅ 50915 → AUTH OK
[10:46:08] ✅ 1030389 → AUTH OK
[10:46:08] ✅ 1040891 → AUTH OK
[10:46:08] ✅ 1008705 → AUTH OK
[10:46:08] ✅ 1093265 → AUTH OK
[10:46:08] ✅ 7714 → AUTH OK
[10:46:08] ✅ 1024804 → AUTH OK
[10:46:08] ✅ 1094334 → AUTH OK
[10:46:08] ✅ 1037228 → AUTH OK
[10:46:08] ✅ 1042632 → AUTH OK
[10:46:08] ✅ 1039847 → AUTH OK
[10:46:08] ✅ 1039878 → AUTH OK
[10:46:08] ✅ 1076602 → AUTH OK
[10:46:08] ✅ 1039846 → AUTH OK
[10:46:08] ✅ 1031638 → AUTH OK
[10:46:08] ✅ 1039860 → AUTH OK
[10:46:08] ✅ 1009194 → AUTH OK
[10:46:08] ✅ 1039875 → AUTH OK
[10:46:08] ✅ 1041672 → AUTH OK
[10:46:08] ✅ 1041687 → AUTH OK
[10:46:08] ✅ 4106 → AUTH OK
[10:46:08] ✅ 1047659 → AUTH OK
[10:46:08] ✅ 1096733 → AUTH OK
[10:46:08] ✅ 2855 → AUTH OK
[10:46:08] ✅ 1024343 → AUTH OK
[10:46:08] ✅ 1031636 → AUTH OK
[10:46:08] ✅ 25805 → AUTH OK
[10:46:08] ✅ 1097120 → AUTH OK
[10:46:08] ✅ 9292 → AUTH OK
[10:46:08] ✅ 1001773 → AUTH OK
[10:46:08] ✅ 1039864 → AUTH OK
[10:46:08] ✅ 1039862 → AUTH OK
[10:46:08] ✅ 1036959 → AUTH OK
[10:46:08] ✅ 1089130 → AUTH OK
[10:46:08] ✅ 7258 → AUTH OK
[10:46:08] ✅ 1088822 → AUTH OK
[10:46:08] ✅ 1041685 → AUTH OK
[10:46:08] ✅ 1018795 → AUTH OK
[10:46:08] ✅ 1040466 → AUTH OK
[10:46:08] ✅ 4097 → AUTH OK
[10:46:08] ✅ 9242 → AUTH OK
[10:46:08] ✅ 9365 → AUTH OK
[10:46:08] ✅ 1039865 → AUTH OK
[10:46:08] ✅ 36376 → AUTH OK
[10:46:08] ✅ 25803 → AUTH OK
[10:46:08] ✅ 1098929 → AUTH OK
[10:46:09] ✅ 1041244 → AUTH OK
[10:46:09] ✅ 1039849 → AUTH OK
[10:46:09] ✅ 44361 → AUTH OK
[10:46:09] ✅ 27151 → AUTH OK
[10:46:09] ✅ 1046654 → AUTH OK
[10:46:09] ✅ 1039851 → AUTH OK
[10:46:09] ✅ 7543 → AUTH OK
[10:46:09] ✅ 28206 → AUTH OK
[10:46:09] ✅ 4693 → AUTH OK
[10:46:09] ✅ 7813 → AUTH OK
[10:46:09] ✅ 13958 → AUTH OK
[10:46:09] ✅ 56048 → AUTH OK
[10:46:09] ✅ 1041449 → AUTH OK
[10:46:09] ✅ 9920 → AUTH OK
[10:46:09] ✅ 14120 → AUTH OK
[10:46:09] ✅ 4380 → AUTH OK
[10:46:09] ✅ 7841 → AUTH OK
[10:46:09] ✅ 1039848 → AUTH OK
[10:46:09] ✅ 7301 → AUTH OK
[10:46:09] ✅ 1056572 → AUTH OK
[10:46:09] ✅ 28968 → AUTH OK
[10:46:09] ✅ 4189 → AUTH OK
[10:46:09] ✅ 1080239 → AUTH OK
[10:46:09] ✅ 1041394 → AUTH OK
[10:46:09] ✅ 1016089 → AUTH OK
[10:46:09] ✅ 1022965 → AUTH OK
[10:46:09] ✅ 1039850 → AUTH OK
[10:46:09] ✅ 1018799 → AUTH OK
[10:46:09] ✅ 1030438 → AUTH OK
[10:46:09] ✅ 27373 → AUTH OK
[10:46:09] ✅ 1075746 → AUTH OK
[10:46:09] ✅ 55733 → AUTH OK
[10:46:09] ✅ 4171 → AUTH OK
[10:46:09] ✅ 4178 → AUTH OK
[10:46:09] ✅ 24521 → AUTH OK
[10:46:09] ✅ 60085 → AUTH OK
[10:46:09] ✅ 1053400 → AUTH OK
[10:46:09] ✅ 1037518 → AUTH OK
[10:46:09] ✅ 1008456 → AUTH OK
[10:46:09] ✅ 1037525 → AUTH OK
[10:46:09] ✅ 1016053 → AUTH OK
[10:46:09] ✅ 1041743 → AUTH OK
[10:46:09] ✅ 17069 → AUTH OK
[10:46:09] ✅ 1008418 → AUTH OK
[10:46:09] ✅ 9487 → AUTH OK
[10:46:09] ✅ 1018652 → AUTH OK
[10:46:09] ✅ 1041728 → AUTH OK
[10:46:09] ✅ 1037961 → AUTH OK
[10:46:09] ✅ 1050791 → AUTH OK
[10:46:09] ✅ 25804 → AUTH OK
[10:46:09] ✅ 1016133 → AUTH OK
[10:46:09] ✅ 10940 → AUTH OK
[10:46:09] ✅ 1030504 → AUTH OK
[10:46:09] ✅ 55272 → AUTH OK
[10:46:09] ✅ 1053618 → AUTH OK
[10:46:09] ✅ 5059 → AUTH OK
[10:46:09] ✅ 1049666 → AUTH OK
[10:46:09] ✅ 1016088 → AUTH OK
[10:46:09] ✅ 60083 → AUTH OK
[10:46:09] ✅ 1042640 → AUTH OK
[10:46:09] ✅ 1036962 → AUTH OK
[10:46:09] ✅ 1042615 → AUTH OK
[10:46:09] ✅ 1042635 → AUTH OK
[10:46:09] ✅ 1007054 → AUTH OK
[10:46:10] ✅ 1037511 → AUTH OK
[10:46:10] ✅ 4248 → AUTH OK
[10:46:10] ✅ 1011174 → AUTH OK
[10:46:10] ✅ 28925 → AUTH OK
[10:46:10] ✅ 1037502 → AUTH OK
[10:46:10] ✅ 4232 → AUTH OK
[10:46:10] ✅ 3960 → AUTH OK
[10:46:10] ✅ 3981 → AUTH OK
[10:46:10] ✅ 1042453 → AUTH OK
[10:46:10] ✅ 4891 → AUTH OK
[10:46:10] ✅ 3910 → AUTH OK
[10:46:10] ✅ 1037526 → AUTH OK
[10:46:10] ✅ 19528 → AUTH OK
[10:46:10] ✅ 1041504 → AUTH OK
[10:46:10] ✅ 6044 → AUTH OK
[10:46:10] ✅ 1012595 → AUTH OK
[10:46:10] ✅ 22684 → AUTH OK
[10:46:10] ✅ 14702 → AUTH OK
[10:46:10] ✅ 7881 → AUTH OK
[10:46:10] ✅ 14694 → AUTH OK
[10:46:10] ✅ 4028 → AUTH OK
[10:46:10] ✅ 7534 → AUTH OK
[10:46:10] ✅ 32194 → AUTH OK
[10:46:10] ✅ 9135 → AUTH OK
[10:46:10] ✅ 4067 → AUTH OK
[10:46:10] ✅ 6057 → AUTH OK
[10:46:10] ✅ 1067946 → AUTH OK
[10:46:10] ✅ 25860 → AUTH OK
[10:46:10] ✅ 58633 → AUTH OK
[10:46:10] ✅ 43348 → AUTH OK
[10:46:10] ✅ 4008 → AUTH OK
[10:46:10] ✅ 10250 → AUTH OK
[10:46:10] ✅ 1091219 → AUTH OK
[10:46:10] ✅ 1019166 → AUTH OK
[10:46:10] ✅ 1005799 → AUTH OK
[10:46:10] ✅ 1050645 → AUTH OK
[10:46:10] ✅ 1037530 → AUTH OK
[10:46:10] ✅ 1018798 → AUTH OK
[10:46:10] ✅ 1020333 → AUTH OK
[10:46:10] ✅ 1005798 → AUTH OK
[10:46:10] ✅ 1092958 → AUTH OK
[10:46:10] ✅ 1089067 → AUTH OK
[10:46:10] ✅ 1025291 → AUTH OK
[10:46:10] ✅ 4608 → AUTH OK
[10:46:10] ✅ 1041725 → AUTH OK
[10:46:10] ✅ 1034375 → AUTH OK
[10:46:10] ✅ 1058533 → AUTH OK
[10:46:10] ✅ 1015289 → AUTH OK
[10:46:10] ✅ 1023626 → AUTH OK
[10:46:10] ✅ 1044095 → AUTH OK
[10:46:10] ✅ 1034383 → AUTH OK
[10:46:10] ✅ 1033632 → AUTH OK
[10:46:10] ✅ 1015291 → AUTH OK
[10:46:10] ✅ 1058794 → AUTH OK
[10:46:10] ✅ 1039768 → AUTH OK
[10:46:10] ✅ 27715 → AUTH OK
[10:46:10] ✅ 1034186 → AUTH OK
[10:46:10] ✅ 1019593 → AUTH OK
[10:46:10] ✅ 27716 → AUTH OK
[10:46:10] ✅ 1034254 → AUTH OK
[10:46:10] ✅ 1039751 → AUTH OK
[10:46:10] ✅ 27150 → AUTH OK
[10:46:11] ✅ 1013208 → AUTH OK
[10:46:11] ✅ 24929 → AUTH OK
[10:46:11] ✅ 1063761 → AUTH OK
[10:46:11] ✅ 4306 → AUTH OK
[10:46:11] ✅ 4042 → AUTH OK
[10:46:11] ✅ 496 → AUTH OK
[10:46:11] ✅ 7747 → AUTH OK
[10:46:11] ✅ 44966 → AUTH OK
[10:46:11] ✅ 24351 → AUTH OK
[10:46:11] ✅ 1088790 → AUTH OK
[10:46:11] ✅ 4217 → AUTH OK
[10:46:11] ✅ 1020288 → AUTH OK
[10:46:11] ✅ 9373 → AUTH OK
[10:46:11] ✅ 28214 → AUTH OK
[10:46:11] ✅ 1088803 → AUTH OK
[10:46:11] ✅ 1083399 → AUTH OK
[10:46:11] ✅ 1037142 → AUTH OK
[10:46:11] ✅ 52996 → AUTH OK
[10:46:11] ✅ 1039424 → AUTH OK
[10:46:11] ✅ 7752 → AUTH OK
[10:46:11] ✅ 1067686 → AUTH OK
[10:46:11] ✅ 1036961 → AUTH OK
[10:46:11] ✅ 1053939 → AUTH OK
[10:46:11] ✅ 31987 → AUTH OK
[10:46:11] ✅ 16791 → AUTH OK
[10:46:11] ✅ 1037520 → AUTH OK
[10:46:11] ✅ 1015795 → AUTH OK
[10:46:11] ✅ 7222 → AUTH OK
[10:46:11] ✅ 26401 → AUTH OK
[10:46:11] ✅ 1041692 → AUTH OK
[10:46:11] ✅ 15527 → AUTH OK
[10:46:11] ✅ 509 → AUTH OK
[10:46:11] ✅ 4332 → AUTH OK
[10:46:11] ✅ 1016986 → AUTH OK
[10:46:11] ✅ 1020190 → AUTH OK
[10:46:11] ✅ 44366 → AUTH OK
[10:46:11] ✅ 1063452 → AUTH OK
[10:46:11] ✅ 22305 → AUTH OK
[10:46:11] ✅ 6093 → AUTH OK
[10:46:11] ✅ 1003773 → AUTH OK
[10:46:11] ✅ 1008409 → AUTH OK
[10:46:11] ✅ 9420 → AUTH OK
[10:46:11] ✅ 1030422 → AUTH OK
[10:46:11] ✅ 30524 → AUTH OK
[10:46:11] ✅ 1003802 → AUTH OK
